Format Version,1.21,Take Name,Outdoor_2018_05_17_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-05-17 08.10.51 PM,Total Frames in Take,44265,Total Exported Frames,44265,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
225,1.875000,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
226,1.883333,-0.002367,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
227,1.891667,-0.002367,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
228,1.900000,-0.002367,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
229,1.908333,-0.002367,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
230,1.916667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
231,1.925000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
232,1.933333,-0.002682,0.999720,-0.001267,-0.023467,-0.070539,0.216895,0.341010,0.000872
233,1.941667,-0.002573,0.999705,-0.001202,-0.024110,-0.070650,0.216904,0.341069,0.000790
234,1.950000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
235,1.958333,-0.002416,0.999711,-0.000630,-0.023908,-0.070607,0.216986,0.341063,0.000813
236,1.966667,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
237,1.975000,-0.004315,0.999699,-0.000980,-0.024153,-0.070323,0.217073,0.340925,0.000444
238,1.983333,-0.003854,0.999702,-0.000053,-0.024089,-0.070307,0.217173,0.340929,0.000460
239,1.991667,-0.002305,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
240,2.000000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
241,2.008333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
242,2.016667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
243,2.025000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
244,2.033333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
245,2.041667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
246,2.050000,-0.002367,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
247,2.058333,-0.002367,0.999711,-0.000641,-0.023915,-0.070611,0.216969,0.341059,0.000817
248,2.066667,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
249,2.075000,-0.003668,0.999682,-0.000357,-0.024948,-0.070471,0.217103,0.340896,0.000483
250,2.083333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
251,2.091667,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
252,2.100000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
253,2.108333,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
254,2.116667,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
255,2.125000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
256,2.133333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
257,2.141667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
258,2.150000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
259,2.158333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
260,2.166667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
261,2.175000,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
262,2.183333,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
263,2.191667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
264,2.200000,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
265,2.208333,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
266,2.216667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
267,2.225000,-0.002306,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
268,2.233333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
269,2.241667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
270,2.250000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
271,2.258333,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
272,2.266667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
273,2.275000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
274,2.283333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
275,2.291667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
276,2.300000,-0.002682,0.999720,-0.001267,-0.023467,-0.070539,0.216894,0.341010,0.000872
277,2.308333,-0.003971,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
278,2.316667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
279,2.325000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
280,2.333333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
281,2.341667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
282,2.350000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
283,2.358333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
284,2.366667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
285,2.375000,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
286,2.383333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
287,2.391667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
288,2.400000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
289,2.408333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
290,2.416667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
291,2.425000,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
292,2.433333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
293,2.441667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
294,2.450000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
295,2.458333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
296,2.466667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
297,2.475000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
298,2.483333,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
299,2.491667,-0.002306,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
300,2.500000,-0.002573,0.999705,-0.001202,-0.024110,-0.070650,0.216905,0.341069,0.000790
301,2.508333,-0.003970,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
302,2.516667,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
303,2.525000,-0.003969,0.999689,-0.000346,-0.024625,-0.070400,0.217144,0.340967,0.000405
304,2.533333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
305,2.541667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
306,2.550000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
307,2.558333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
308,2.566667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
309,2.575000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
310,2.583333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
311,2.591667,-0.003668,0.999682,-0.000357,-0.024948,-0.070471,0.217103,0.340896,0.000483
312,2.600000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
313,2.608333,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
314,2.616667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
315,2.625000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
316,2.633333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
317,2.641667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
318,2.650000,-0.002367,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
319,2.658333,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
320,2.666667,-0.003668,0.999682,-0.000357,-0.024948,-0.070471,0.217103,0.340896,0.000483
321,2.675000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
322,2.683333,-0.002682,0.999720,-0.001267,-0.023466,-0.070540,0.216895,0.341010,0.000872
323,2.691667,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
324,2.700000,-0.002305,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
325,2.708333,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
326,2.716667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
327,2.725000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
328,2.733333,-0.002367,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
329,2.741667,-0.004237,0.999683,-0.000895,-0.024822,-0.070435,0.217085,0.340976,0.000380
330,2.750000,-0.004233,0.999683,-0.000895,-0.024821,-0.070435,0.217085,0.340976,0.000379
331,2.758333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
332,2.766667,-0.002306,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
333,2.775000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
334,2.783333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
335,2.791667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
336,2.800000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
337,2.808333,-0.002367,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
338,2.816667,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
339,2.825000,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
340,2.833333,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
341,2.841667,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
342,2.850000,-0.002681,0.999720,-0.001267,-0.023467,-0.070539,0.216894,0.341010,0.000872
343,2.858333,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
344,2.866667,-0.002367,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
345,2.875000,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
346,2.883333,-0.002573,0.999705,-0.001202,-0.024111,-0.070649,0.216905,0.341069,0.000790
347,2.891667,-0.002368,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
348,2.900000,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
349,2.908333,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
350,2.916667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
351,2.925000,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
352,2.933333,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
353,2.941667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
354,2.950000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
355,2.958333,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
356,2.966667,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
357,2.975000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
358,2.983333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
359,2.991667,-0.003854,0.999702,-0.000053,-0.024089,-0.070307,0.217173,0.340929,0.000460
360,3.000000,-0.002305,0.999724,-0.000328,-0.023394,-0.070518,0.217004,0.341016,0.000886
361,3.008333,-0.002573,0.999705,-0.001202,-0.024111,-0.070649,0.216905,0.341069,0.000790
362,3.016667,-0.002368,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
363,3.025000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
364,3.033333,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
365,3.041667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
366,3.050000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
367,3.058333,-0.003971,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
368,3.066667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
369,3.075000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
370,3.083333,-0.002610,0.999733,-0.000927,-0.022953,-0.070445,0.216932,0.340968,0.000943
371,3.091667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
372,3.100000,-0.003974,0.999689,-0.000345,-0.024626,-0.070401,0.217144,0.340966,0.000406
373,3.108333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
374,3.116667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
375,3.125000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
376,3.133333,-0.002682,0.999720,-0.001267,-0.023467,-0.070539,0.216894,0.341010,0.000872
377,3.141667,-0.003854,0.999702,-0.000053,-0.024090,-0.070306,0.217173,0.340929,0.000460
378,3.150000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
379,3.158333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
380,3.166667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
381,3.175000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
382,3.183333,-0.003971,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
383,3.191667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
384,3.200000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
385,3.208333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
386,3.216667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
387,3.225000,-0.002306,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
388,3.233333,-0.003970,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
389,3.241667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
390,3.250000,-0.004316,0.999699,-0.000980,-0.024149,-0.070325,0.217073,0.340926,0.000445
391,3.258333,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
392,3.266667,-0.003970,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
393,3.275000,-0.003854,0.999702,-0.000053,-0.024089,-0.070306,0.217173,0.340929,0.000460
394,3.283333,-0.002305,0.999724,-0.000328,-0.023395,-0.070519,0.217004,0.341016,0.000886
395,3.291667,-0.003968,0.999689,-0.000346,-0.024627,-0.070400,0.217144,0.340966,0.000405
396,3.300000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
397,3.308333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
398,3.316667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
399,3.325000,-0.003970,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
400,3.333333,-0.002731,0.999720,-0.001256,-0.023459,-0.070534,0.216911,0.341013,0.000868
401,3.341667,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
402,3.350000,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
403,3.358333,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
404,3.366667,-0.002305,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
405,3.375000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
406,3.383333,-0.003971,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
407,3.391667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
408,3.400000,-0.002573,0.999705,-0.001202,-0.024111,-0.070649,0.216905,0.341069,0.000790
409,3.408333,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
410,3.416667,-0.003969,0.999689,-0.000346,-0.024626,-0.070400,0.217144,0.340966,0.000405
411,3.425000,-0.002573,0.999705,-0.001202,-0.024111,-0.070649,0.216905,0.341069,0.000790
412,3.433333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
413,3.441667,-0.003970,0.999689,-0.000346,-0.024628,-0.070399,0.217144,0.340966,0.000404
414,3.450000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
415,3.458333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
416,3.466667,-0.002573,0.999705,-0.001202,-0.024110,-0.070649,0.216905,0.341069,0.000790
417,3.475000,-0.002573,0.999705,-0.001202,-0.024110,-0.070650,0.216904,0.341069,0.000790
418,3.483333,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
419,3.491667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
420,3.500000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
421,3.508333,-0.002368,0.999711,-0.000640,-0.023914,-0.070612,0.216969,0.341059,0.000817
422,3.516667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
423,3.525000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
424,3.533333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
425,3.541667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
426,3.550000,-0.002573,0.999705,-0.001202,-0.024110,-0.070649,0.216905,0.341069,0.000790
427,3.558333,-0.004578,0.999692,-0.001528,-0.024357,-0.070362,0.217014,0.340936,0.000418
428,3.566667,-0.003971,0.999689,-0.000346,-0.024628,-0.070399,0.217144,0.340966,0.000404
429,3.575000,-0.002573,0.999705,-0.001202,-0.024111,-0.070649,0.216904,0.341069,0.000790
430,3.583333,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
431,3.591667,-0.002305,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
432,3.600000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
433,3.608333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
434,3.616667,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
435,3.625000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
436,3.633333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
437,3.641667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
438,3.650000,-0.002367,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
439,3.658333,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
440,3.666667,-0.002367,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
441,3.675000,-0.002306,0.999724,-0.000328,-0.023393,-0.070519,0.217004,0.341016,0.000886
442,3.683333,-0.002417,0.999711,-0.000630,-0.023908,-0.070607,0.216986,0.341063,0.000813
443,3.691667,-0.003970,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
444,3.700000,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
445,3.708333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
446,3.716667,-0.002368,0.999711,-0.000640,-0.023914,-0.070612,0.216969,0.341059,0.000817
447,3.725000,-0.002368,0.999711,-0.000640,-0.023914,-0.070612,0.216969,0.341059,0.000817
448,3.733333,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
449,3.741667,-0.003971,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
450,3.750000,-0.002306,0.999724,-0.000328,-0.023394,-0.070519,0.217004,0.341016,0.000886
451,3.758333,-0.004234,0.999683,-0.000895,-0.024822,-0.070435,0.217085,0.340976,0.000379
452,3.766667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
453,3.775000,-0.003810,0.999690,-0.000606,-0.024612,-0.070417,0.217074,0.340869,0.000515
454,3.783333,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216970,0.341059,0.000817
455,3.791667,-0.002682,0.999720,-0.001267,-0.023467,-0.070539,0.216895,0.341010,0.000872
456,3.800000,-0.003854,0.999702,-0.000053,-0.024090,-0.070306,0.217173,0.340929,0.000460
457,3.808333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
458,3.816667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
459,3.825000,-0.002369,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
460,3.833333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
461,3.841667,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
462,3.850000,-0.003971,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
463,3.858333,-0.002368,0.999711,-0.000641,-0.023917,-0.070610,0.216969,0.341059,0.000817
464,3.866667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
465,3.875000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
466,3.883333,-0.003972,0.999689,-0.000346,-0.024626,-0.070399,0.217144,0.340966,0.000404
467,3.891667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
468,3.900000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
469,3.908333,-0.004236,0.999682,-0.000895,-0.024823,-0.070435,0.217085,0.340975,0.000379
470,3.916667,-0.002573,0.999705,-0.001202,-0.024110,-0.070649,0.216905,0.341069,0.000790
471,3.925000,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
472,3.933333,-0.004315,0.999699,-0.000980,-0.024153,-0.070323,0.217073,0.340925,0.000444
473,3.941667,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
474,3.950000,-0.003970,0.999689,-0.000346,-0.024627,-0.070399,0.217144,0.340966,0.000404
475,3.958333,-0.004315,0.999699,-0.000980,-0.024152,-0.070324,0.217073,0.340925,0.000444
476,3.966667,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
477,3.975000,-0.002368,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
478,3.983333,-0.003854,0.999702,-0.000053,-0.024089,-0.070307,0.217173,0.340929,0.000460
479,3.991667,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
480,4.000000,-0.002509,0.999718,-0.000883,-0.023588,-0.070557,0.216940,0.341026,0.000858
481,4.008333,-0.002368,0.999711,-0.000641,-0.023916,-0.070611,0.216969,0.341059,0.000817
482,4.016667,-0.002368,0.999711,-0.000640,-0.023916,-0.070611,0.216969,0.341059,0.000817
483,4.025000,-0.002368,0.999711,-0.000640,-0.023915,-0.070611,0.216969,0.341059,0.000817
484,4.033333,-0.002367,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
485,4.041667,-0.004237,0.999683,-0.000895,-0.024822,-0.070435,0.217085,0.340976,0.000380
486,4.050000,-0.002573,0.999705,-0.001202,-0.024110,-0.070649,0.216905,0.341069,0.000790
487,4.058333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
488,4.066667,-0.003969,0.999689,-0.000346,-0.024626,-0.070400,0.217144,0.340966,0.000405
489,4.075000,-0.003967,0.999689,-0.000346,-0.024633,-0.070395,0.217144,0.340965,0.000400
490,4.083333,-0.002368,0.999711,-0.000640,-0.023915,-0.070612,0.216969,0.341059,0.000817
